id,module,route,ui_state,control_or_function,prerequisites,journey,test_id,environment,action,expected_effect,evidence,observed,status,defect
RUI-005,inventory,/delivery,exercised,/delivery renders with its controls,signed in as retail.demo,inventory,inventory:RUI-005,Chromium 1440x900 against the launcher's build,/delivery renders with its controls,/delivery renders with its controls,docs/evidence/retail_functionality/screens/route-delivery.png,"7 buttons, 30 links, 1 inputs, 2 selects, 0 tabs, 0 tables",PASS,
RUI-006,inventory,/investigations,exercised,/investigations renders with its controls,signed in as retail.demo,inventory,inventory:RUI-006,Chromium 1440x900 against the launcher's build,/investigations renders with its controls,/investigations renders with its controls,docs/evidence/retail_functionality/screens/route-investigations.png,"57 buttons, 28 links, 0 inputs, 0 selects, 0 tabs, 0 tables — the screen reports something unavailable",PASS,
RUI-007,inventory,/analyses,exercised,/analyses renders with its controls,signed in as retail.demo,inventory,inventory:RUI-007,Chromium 1440x900 against the launcher's build,/analyses renders with its controls,/analyses renders with its controls,docs/evidence/retail_functionality/screens/route-analyses.png,"7 buttons, 28 links, 0 inputs, 0 selects, 0 tabs, 0 tables",PASS,
RUI-008,inventory,/documents,exercised,/documents renders with its controls,signed in as retail.demo,inventory,inventory:RUI-008,Chromium 1440x900 against the launcher's build,/documents renders with its controls,/documents renders with its controls,docs/evidence/retail_functionality/screens/route-documents.png,"7 buttons, 30 links, 0 inputs, 0 selects, 0 tabs, 0 tables",PASS,
RUI-009,inventory,/lenses,exercised,/lenses renders with its controls,signed in as retail.demo,inventory,inventory:RUI-009,Chromium 1440x900 against the launcher's build,/lenses renders with its controls,/lenses renders with its controls,docs/evidence/retail_functionality/screens/route-lenses.png,"8 buttons, 28 links, 1 inputs, 0 selects, 0 tabs, 0 tables — the screen reports something unavailable",PASS,
RUI-010,inventory,/metrics,exercised,/metrics renders with its controls,signed in as retail.demo,inventory,inventory:RUI-010,Chromium 1440x900 against the launcher's build,/metrics renders with its controls,/metrics renders with its controls,docs/evidence/retail_functionality/screens/route-metrics.png,"9 buttons, 27 links, 1 inputs, 0 selects, 0 tabs, 0 tables",PASS,
RUI-011,inventory,/early-warning,exercised,/early-warning renders with its controls,signed in as retail.demo,inventory,inventory:RUI-011,Chromium 1440x900 against the launcher's build,/early-warning renders with its controls,/early-warning renders with its controls,docs/evidence/retail_functionality/screens/route-early-warning.png,"11 buttons, 30 links, 0 inputs, 0 selects, 3 tabs, 0 tables",PASS,
RUI-012,inventory,/early-warning/signals,exercised,/early-warning/signals renders with its controls,signed in as retail.demo,inventory,inventory:RUI-012,Chromium 1440x900 against the launcher's build,/early-warning/signals renders with its controls,/early-warning/signals renders with its controls,docs/evidence/retail_functionality/screens/route-early-warning-signals.png,"7 buttons, 29 links, 0 inputs, 0 selects, 0 tabs, 0 tables — the screen reports something unavailable",PASS,
RUI-013,inventory,/what-if,exercised,/what-if renders with its controls,signed in as retail.demo,inventory,inventory:RUI-013,Chromium 1440x900 against the launcher's build,/what-if renders with its controls,/what-if renders with its controls,docs/evidence/retail_functionality/screens/route-what-if.png,"44 buttons, 27 links, 9 inputs, 1 selects, 0 tabs, 0 tables",PASS,
RUI-014,inventory,/borrower-360,exercised,/borrower-360 renders with its controls,signed in as retail.demo,inventory,inventory:RUI-014,Chromium 1440x900 against the launcher's build,/borrower-360 renders with its controls,/borrower-360 renders with its controls,docs/evidence/retail_functionality/screens/route-borrower-360.png,"6 buttons, 27 links, 0 inputs, 0 selects, 0 tabs, 0 tables — the screen reports something unavailable",PASS,
RUI-015,inventory,/scorecard-validation,exercised,/scorecard-validation renders with its controls,signed in as retail.demo,inventory,inventory:RUI-015,Chromium 1440x900 against the launcher's build,/scorecard-validation renders with its controls,/scorecard-validation renders with its controls,docs/evidence/retail_functionality/screens/route-scorecard-validation.png,"29 buttons, 30 links, 1 inputs, 0 selects, 0 tabs, 0 tables — the screen reports something unavailable",PASS,
RUI-016,inventory,/studio,exercised,/studio renders with its controls,signed in as retail.demo,inventory,inventory:RUI-016,Chromium 1440x900 against the launcher's build,/studio renders with its controls,/studio renders with its controls,docs/evidence/retail_functionality/screens/route-studio.png,"8 buttons, 249 links, 1 inputs, 2 selects, 0 tabs, 1 tables",PASS,
RUI-017,inventory,/data-builder,exercised,/data-builder renders with its controls,signed in as retail.demo,inventory,inventory:RUI-017,Chromium 1440x900 against the launcher's build,/data-builder renders with its controls,/data-builder renders with its controls,docs/evidence/retail_functionality/screens/route-data-builder.png,"13 buttons, 33 links, 1 inputs, 0 selects, 0 tabs, 0 tables — the screen reports something unavailable",PASS,
RUI-018,inventory,/trace,exercised,/trace renders with its controls,signed in as retail.demo,inventory,inventory:RUI-018,Chromium 1440x900 against the launcher's build,/trace renders with its controls,/trace renders with its controls,docs/evidence/retail_functionality/screens/route-trace.png,"7 buttons, 40 links, 0 inputs, 0 selects, 0 tabs, 0 tables — the screen reports something unavailable",PASS,
RUI-019,inventory,/playbook,exercised,/playbook renders with its controls,signed in as retail.demo,inventory,inventory:RUI-019,Chromium 1440x900 against the launcher's build,/playbook renders with its controls,/playbook renders with its controls,docs/evidence/retail_functionality/screens/route-playbook.png,"7 buttons, 30 links, 0 inputs, 0 selects, 0 tabs, 0 tables",PASS,
RUI-020,inventory,/reviews,exercised,/reviews renders with its controls,signed in as retail.demo,inventory,inventory:RUI-020,Chromium 1440x900 against the launcher's build,/reviews renders with its controls,/reviews renders with its controls,docs/evidence/retail_functionality/screens/route-reviews.png,"12 buttons, 27 links, 0 inputs, 0 selects, 5 tabs, 0 tables",PASS,
RUI-021,inventory,/workflow,exercised,/workflow renders with its controls,signed in as retail.demo,inventory,inventory:RUI-021,Chromium 1440x900 against the launcher's build,/workflow renders with its controls,/workflow renders with its controls,docs/evidence/retail_functionality/screens/route-workflow.png,"7 buttons, 28 links, 1 inputs, 0 selects, 0 tabs, 1 tables",PASS,
RUI-022,inventory,/agent-operations,exercised,/agent-operations renders with its controls,signed in as retail.demo,inventory,inventory:RUI-022,Chromium 1440x900 against the launcher's build,/agent-operations renders with its controls,/agent-operations renders with its controls,docs/evidence/retail_functionality/screens/route-agent-operations.png,"26 buttons, 27 links, 0 inputs, 0 selects, 6 tabs, 0 tables",PASS,
RUI-023,inventory,/ai-studio,exercised,/ai-studio renders with its controls,signed in as retail.demo,inventory,inventory:RUI-023,Chromium 1440x900 against the launcher's build,/ai-studio renders with its controls,/ai-studio renders with its controls,docs/evidence/retail_functionality/screens/route-ai-studio.png,"25 buttons, 27 links, 0 inputs, 0 selects, 18 tabs, 0 tables",PASS,
RUI-024,inventory,/users,exercised,/users renders with its controls,signed in as retail.demo,inventory,inventory:RUI-024,Chromium 1440x900 against the launcher's build,/users renders with its controls,/users renders with its controls,docs/evidence/retail_functionality/screens/route-users.png,"10 buttons, 27 links, 0 inputs, 1 selects, 0 tabs, 0 tables",PASS,
RUI-025,inventory,/settings,exercised,/settings renders with its controls,signed in as retail.demo,inventory,inventory:RUI-025,Chromium 1440x900 against the launcher's build,/settings renders with its controls,/settings renders with its controls,docs/evidence/retail_functionality/screens/route-settings.png,"16 buttons, 27 links, 0 inputs, 0 selects, 0 tabs, 0 tables — the screen reports something unavailable",PASS,
SIGNIN,shell,,exercised,Sign in with the demonstration account,signed in as retail.demo,navigation,navigation:SIGNIN,Chromium 1440x900 against the launcher's build,Sign in with the demonstration account,Sign in with the demonstration account,docs/evidence/retail_functionality/screens/navigation-signed-in.png,signed in as retail.demo,PASS,
NAV-01,navigation,,exercised,"Evidence opened from an answer returns to THAT conversation, not to the home page",signed in as retail.demo,navigation,navigation:NAV-01,Chromium 1440x900 against the launcher's build,"Evidence opened from an answer returns to THAT conversation, not to the home page","Evidence opened from an answer returns to THAT conversation, not to the home page",docs/evidence/retail_functionality/screens/nav-01.png,the Trace opened=True; Back returned to http://localhost:5328/investigations/162#turn-1 (the conversation is http://localhost:5328/investigations/162?returnTo=%2F&returnLabel=Cockpit&returnType=cockpit),PASS,
NAV-02,navigation,,exercised,"The returned conversation still carries its question, its month and its completed result",signed in as retail.demo,navigation,navigation:NAV-02,Chromium 1440x900 against the launcher's build,"The returned conversation still carries its question, its month and its completed result","The returned conversation still carries its question, its month and its completed result",docs/evidence/retail_functionality/navigation.json,the question is still on screen=True; the month 2026-08 is still the answer's month=True,PASS,
NAV-04,navigation,,exercised,Browser Back undoes ONE intentional navigation and Forward redoes it,signed in as retail.demo,navigation,navigation:NAV-04,Chromium 1440x900 against the launcher's build,Browser Back undoes ONE intentional navigation and Forward redoes it,Browser Back undoes ONE intentional navigation and Forward redoes it,docs/evidence/retail_functionality/screens/nav-04.png,http://localhost:5328/investigations/162#turn-1 -> http://localhost:5328/early-warning; Back -> http://localhost:5328/investigations/162#turn-1; Forward -> http://localhost:5328/early-warning,PASS,
NAV-05,navigation,,exercised,A detail route opened directly renders with a working in-app parent rather than a sign-in loop,signed in as retail.demo,navigation,navigation:NAV-05,Chromium 1440x900 against the launcher's build,A detail route opened directly renders with a working in-app parent rather than a sign-in loop,A detail route opened directly renders with a working in-app parent rather than a sign-in loop,docs/evidence/retail_functionality/screens/nav-05.png,still signed in=True; a way back is present=True,PASS,
NAV-03,navigation,,exercised,A saved scenario survives leaving the module and reopens with its own pinned inputs and month,signed in as retail.demo,navigation,navigation:NAV-03,Chromium 1440x900 against the launcher's build,A saved scenario survives leaving the module and reopens with its own pinned inputs and month,A saved scenario survives leaving the module and reopens with its own pinned inputs and month,docs/evidence/retail_functionality/screens/nav-03.png,saved=True; reopened with its inputs=True,PASS,
NAV-08,navigation,,exercised,"Leaving mid-question does not show the answer in another module, and returning does not resubmit it",signed in as retail.demo,navigation,navigation:NAV-08,Chromium 1440x900 against the launcher's build,"Leaving mid-question does not show the answer in another module, and returning does not resubmit it","Leaving mid-question does not show the answer in another module, and returning does not resubmit it",docs/evidence/retail_functionality/screens/nav-08.png,the pending answer appeared in Early Warning=False; returning resubmitted it=False,PASS,
NAV-10,navigation,,exercised,"A stale or deleted link lands on an informative, recoverable screen rather than a crash or a spinner",signed in as retail.demo,navigation,navigation:NAV-10,Chromium 1440x900 against the launcher's build,"A stale or deleted link lands on an informative, recoverable screen rather than a crash or a spinner","A stale or deleted link lands on an informative, recoverable screen rather than a crash or a spinner",docs/evidence/retail_functionality/screens/nav-10.png,an explanation is shown=True; stuck on a loader=False,PASS,
NAV-06,navigation,,exercised,An overlay closes with Escape and leaves the page usable,signed in as retail.demo,navigation,navigation:NAV-06,Chromium 1440x900 against the launcher's build,An overlay closes with Escape and leaves the page usable,An overlay closes with Escape and leaves the page usable,docs/evidence/retail_functionality/navigation.json,closed with Escape=True; the composer is usable after=True,PASS,
NAV-09,navigation,,exercised,The composer and its Send stay visible and unobstructed at MacBook and narrow desktop widths,signed in as retail.demo,navigation,navigation:NAV-09,Chromium 1440x900 against the launcher's build,The composer and its Send stay visible and unobstructed at MacBook and narrow desktop widths,The composer and its Send stay visible and unobstructed at MacBook and narrow desktop widths,docs/evidence/retail_functionality/navigation.json,MacBook 13 (1280x800): ok; narrow desktop (1024x768): ok,PASS,
NAV-07,navigation,,exercised,An unsaved scenario name is neither silently saved nor reported as saved,signed in as retail.demo,navigation,navigation:NAV-07,Chromium 1440x900 against the launcher's build,An unsaved scenario name is neither silently saved nor reported as saved,An unsaved scenario name is neither silently saved nor reported as saved,docs/evidence/retail_functionality/navigation.json,"the What-If composer holds no document-style edit: a scenario is not persisted until Save is pressed, and the draft is a single field that the module restores on return",NOT APPLICABLE,
SIGNIN,shell,,exercised,Sign in with the demonstration account,signed in as retail.demo,whatif_chat,whatif_chat:SIGNIN,Chromium 1440x900 against the launcher's build,Sign in with the demonstration account,Sign in with the demonstration account,docs/evidence/retail_functionality/screens/whatif_chat-signed-in.png,signed in as retail.demo,PASS,
WI-CHAT-01,what-if,,exercised,"The What-If composer is visible, enabled, focusable, and the month and methodology are readable",signed in as retail.demo,whatif_chat,whatif_chat:WI-CHAT-01,Chromium 1440x900 against the launcher's build,"The What-If composer is visible, enabled, focusable, and the month and methodology are readable","The What-If composer is visible, enabled, focusable, and the month and methodology are readable",docs/evidence/retail_functionality/screens/whatif-chat-01.png,visible/enabled=True focused=True month and methodology shown=True; engine retail,PASS,
WI-CHAT-05,what-if,,exercised,Whitespace-only input cannot be sent and runs no scenario,signed in as retail.demo,whatif_chat,whatif_chat:WI-CHAT-05,Chromium 1440x900 against the launcher's build,Whitespace-only input cannot be sent and runs no scenario,Whitespace-only input cannot be sent and runs no scenario,docs/evidence/retail_functionality/whatif_chat.json,Send disabled on a blank draft=True; calls made=0,PASS,
WI-01,what-if,,exercised,"An unchanged scenario reproduces the published baseline, within a declared and stated tolerance",signed in as retail.demo,whatif_chat,whatif_chat:WI-01,Chromium 1440x900 against the launcher's build,"An unchanged scenario reproduces the published baseline, within a declared and stated tolerance","An unchanged scenario reproduces the published baseline, within a declared and stated tolerance",docs/evidence/retail_functionality/screens/whatif-wi-01.png,completed=True; the answer states the parity and its tolerance=True,PASS,
WI-02,what-if,,exercised,"A relative PD shock runs the PD pathway and reports the ECL impact, independently reconciled",signed in as retail.demo,whatif_chat,whatif_chat:WI-02,Chromium 1440x900 against the launcher's build,"A relative PD shock runs the PD pathway and reports the ECL impact, independently reconciled","A relative PD shock runs the PD pathway and reports the ECL impact, independently reconciled",docs/evidence/retail_functionality/screens/whatif-wi-02.png,"completed=True; the answer shows 8,994,012 -> 10,161,669 (+12.98%)=True",PASS,
WI-04,what-if,,exercised,"An ambiguous unit is asked about, not guessed, and the clicked reading runs exactly what it says",signed in as retail.demo,whatif_chat,whatif_chat:WI-04,Chromium 1440x900 against the launcher's build,"An ambiguous unit is asked about, not guessed, and the clicked reading runs exactly what it says","An ambiguous unit is asked about, not guessed, and the clicked reading runs exactly what it says",docs/evidence/retail_functionality/screens/whatif-wi-04.png,the product asked rather than guessing=True; it offered 2 readings; the clicked one ran=True,PASS,
WI-04b,what-if,,exercised,The same clarification can be answered by typing,signed in as retail.demo,whatif_chat,whatif_chat:WI-04b,Chromium 1440x900 against the launcher's build,The same clarification can be answered by typing,The same clarification can be answered by typing,docs/evidence/retail_functionality/whatif_chat.json,completed=True,PASS,
WI-03,what-if,,exercised,"An absolute PD shock is a different operation from a relative one, and a fresh scenario inherits neither",signed in as retail.demo,whatif_chat,whatif_chat:WI-03,Chromium 1440x900 against the launcher's build,"An absolute PD shock is a different operation from a relative one, and a fresh scenario inherits neither","An absolute PD shock is a different operation from a relative one, and a fresh scenario inherits neither",docs/evidence/retail_functionality/screens/whatif-wi-03.png,"completed=True; +2pp gives SAR 15,088,559 (+67.76%)=True; inherited the earlier relative shock=False",PASS,
WI-05,what-if,,exercised,"A narrowing turn keeps the shock and changes the population, and says which population it ran over",signed in as retail.demo,whatif_chat,whatif_chat:WI-05,Chromium 1440x900 against the launcher's build,"A narrowing turn keeps the shock and changes the population, and says which population it ran over","A narrowing turn keeps the shock and changes the population, and says which population it ran over",docs/evidence/retail_functionality/screens/whatif-wi-05.png,completed=True; the answer names the narrowed population=True,PASS,
WI-06,what-if,,exercised,The three scenario weights are applied and the weighted identity is recomputed,signed in as retail.demo,whatif_chat,whatif_chat:WI-06,Chromium 1440x900 against the launcher's build,The three scenario weights are applied and the weighted identity is recomputed,The three scenario weights are applied and the weighted identity is recomputed,docs/evidence/retail_functionality/screens/whatif-wi-06.png,completed=True; the answer states the weights it used=True,PASS,
WI-07,what-if,,exercised,"Weights that do not sum to one are refused with the arithmetic, not silently renormalised",signed in as retail.demo,whatif_chat,whatif_chat:WI-07,Chromium 1440x900 against the launcher's build,"Weights that do not sum to one are refused with the arithmetic, not silently renormalised","Weights that do not sum to one are refused with the arithmetic, not silently renormalised",docs/evidence/retail_functionality/screens/whatif-wi-07.png,completed=True; the refusal names the sum=True,PASS,
WI-08,what-if,,exercised,A utilisation sensitivity runs the implemented dependency chain and states its units,signed in as retail.demo,whatif_chat,whatif_chat:WI-08,Chromium 1440x900 against the launcher's build,A utilisation sensitivity runs the implemented dependency chain and states its units,A utilisation sensitivity runs the implemented dependency chain and states its units,docs/evidence/retail_functionality/screens/whatif-wi-08.png,completed=True; the answer names the utilisation move and its unit=True,PASS,
WI-17,what-if,,exercised,"A retired corporate operation is refused with what this engine does instead, and never falls through to it",signed in as retail.demo,whatif_chat,whatif_chat:WI-17,Chromium 1440x900 against the launcher's build,"A retired corporate operation is refused with what this engine does instead, and never falls through to it","A retired corporate operation is refused with what this engine does instead, and never falls through to it",docs/evidence/retail_functionality/screens/whatif-wi-17.png,completed=True; refused and explained=True; fell through to a rating engine=False,PASS,
WI-15,what-if,,exercised,"An empty or zero-baseline population is answered as empty, with no NaN, no stale result and no fake zero risk",signed in as retail.demo,whatif_chat,whatif_chat:WI-15,Chromium 1440x900 against the launcher's build,"An empty or zero-baseline population is answered as empty, with no NaN, no stale result and no fake zero risk","An empty or zero-baseline population is answered as empty, with no NaN, no stale result and no fake zero risk",docs/evidence/retail_functionality/screens/whatif-wi-15.png,completed=True; no NaN or Infinity on screen=True,PASS,
SIGNIN,shell,,exercised,Sign in with the demonstration account,signed in as retail.demo,whatif_journeys,whatif_journeys:SIGNIN,Chromium 1440x900 against the launcher's build,Sign in with the demonstration account,Sign in with the demonstration account,docs/evidence/retail_functionality/screens/whatif_journeys-signed-in.png,signed in as retail.demo,PASS,
WI-09,what-if,,exercised,"Asking what changed explains THAT run's numbers and assumptions, not another scenario and not invented figures",signed in as retail.demo,whatif_journeys,whatif_journeys:WI-09,Chromium 1440x900 against the launcher's build,"Asking what changed explains THAT run's numbers and assumptions, not another scenario and not invented figures","Asking what changed explains THAT run's numbers and assumptions, not another scenario and not invented figures",docs/evidence/retail_functionality/screens/whatif-wi-09.png,completed=True; the answer is about this run=True; it invents a corporate dimension=False,PASS,
WI-10,what-if,,exercised,"Changing the month on the form and re-running uses the new month, and the conversation and the form agree",signed in as retail.demo,whatif_journeys,whatif_journeys:WI-10,Chromium 1440x900 against the launcher's build,"Changing the month on the form and re-running uses the new month, and the conversation and the form agree","Changing the month on the form and re-running uses the new month, and the conversation and the form agree",docs/evidence/retail_functionality/screens/whatif-wi-10.png,the month control exists=True; the re-run used the month the form now shows=True,PASS,
WI-11,what-if,,exercised,"A saved run is a real stored record, and reopening it restores its own definition, snapshot and figures",signed in as retail.demo,whatif_journeys,whatif_journeys:WI-11,Chromium 1440x900 against the launcher's build,"A saved run is a real stored record, and reopening it restores its own definition, snapshot and figures","A saved run is a real stored record, and reopening it restores its own definition, snapshot and figures",docs/evidence/retail_functionality/screens/whatif-wi-11.png,the UI reported it saved=True; the STORED record carries the shock it ran=True; reopening restored it=True,PASS,
WI-12,what-if,,exercised,"Reopening a saved run after changing the month shows ITS pinned month, and never silently rebases it",signed in as retail.demo,whatif_journeys,whatif_journeys:WI-12,Chromium 1440x900 against the launcher's build,"Reopening a saved run after changing the month shows ITS pinned month, and never silently rebases it","Reopening a saved run after changing the month shows ITS pinned month, and never silently rebases it",docs/evidence/retail_functionality/screens/whatif-wi-12.png,the reopened run still states its own month=True,PASS,
WI-13,what-if,,exercised,"Both advertised export formats download, parse, and carry figures that reconcile with the stored run",signed in as retail.demo,whatif_journeys,whatif_journeys:WI-13,Chromium 1440x900 against the launcher's build,"Both advertised export formats download, parse, and carry figures that reconcile with the stored run","Both advertised export formats download, parse, and carry figures that reconcile with the stored run",docs/evidence/retail_functionality/whatif_journeys.json,CSV: 25 rows; run WIF-567a1eb032d0f3c6d8e3; shocks pd_absolute_pp=2. JSON: run WIF-567a1eb032d0f3c6d8e3; baseline 3061761.69. The two agree=True,PASS,
WI-19,what-if,,exercised,"Two SAVED runs are compared as themselves, with any difference in month, population or methodology stated",signed in as retail.demo,whatif_journeys,whatif_journeys:WI-19,Chromium 1440x900 against the launcher's build,"Two SAVED runs are compared as themselves, with any difference in month, population or methodology stated","Two SAVED runs are compared as themselves, with any difference in month, population or methodology stated",docs/evidence/retail_functionality/whatif_journeys.json,compared WIJ-11 091447 with WIJ-19 091447; comparable=True; differences=[],PASS,
WI-14,what-if,,exercised,Clear ends the conversation and leaves saved runs and the canonical book untouched,signed in as retail.demo,whatif_journeys,whatif_journeys:WI-14,Chromium 1440x900 against the launcher's build,Clear ends the conversation and leaves saved runs and the canonical book untouched,Clear ends the conversation and leaves saved runs and the canonical book untouched,docs/evidence/retail_functionality/screens/whatif-wi-14.png,the control exists=True; the conversation was cleared=True; saved runs survived=True,PASS,
WI-18,what-if,,exercised,A rejected-applicant question states the observed-replay limitation instead of inventing outcomes,signed in as retail.demo,whatif_journeys,whatif_journeys:WI-18,Chromium 1440x900 against the launcher's build,A rejected-applicant question states the observed-replay limitation instead of inventing outcomes,A rejected-applicant question states the observed-replay limitation instead of inventing outcomes,docs/evidence/retail_functionality/screens/whatif-wi-18.png,the answer states what it cannot know=True; it claims proven future performance=False,PASS,
WI-20,what-if,,exercised,Moving between the two chat boxes keeps their states apart: no shock leaks into the Cockpit and no question into What-If,signed in as retail.demo,whatif_journeys,whatif_journeys:WI-20,Chromium 1440x900 against the launcher's build,Moving between the two chat boxes keeps their states apart: no shock leaks into the Cockpit and no question into What-If,Moving between the two chat boxes keeps their states apart: no shock leaks into the Cockpit and no question into What-If,docs/evidence/retail_functionality/screens/whatif-wi-20.png,the Cockpit answer carried a What-If shock=False; the What-If box came back without a stale run=True,PASS,
WI-16,what-if,,exercised,"A run interrupted by navigation leaves no half-written record, and the retry answers once",signed in as retail.demo,whatif_journeys,whatif_journeys:WI-16,Chromium 1440x900 against the launcher's build,"A run interrupted by navigation leaves no half-written record, and the retry answers once","A run interrupted by navigation leaves no half-written record, and the retry answers once",docs/evidence/retail_functionality/screens/whatif-wi-16.png,the retry completed=True; saved records named by this suite: 2 (expected 2 — no duplicate was written),PASS,
WI-14b,what-if,,exercised,DESTRUCTIVE — Delete removes the record this suite created and nothing else,signed in as retail.demo,whatif_journeys,whatif_journeys:WI-14b,Chromium 1440x900 against the launcher's build,DESTRUCTIVE — Delete removes the record this suite created and nothing else,DESTRUCTIVE — Delete removes the record this suite created and nothing else,docs/evidence/retail_functionality/whatif_journeys.json,the test-owned record 12 was deleted=True; every other saved run survived=True,PASS,
